user_id,location,age,gender
114,Purworejo,60,Male
115,Wonosobo,20,Female
116,Purworejo,46,Female
117,Temanggung,51,Male
118,Magelang,27,Female
119,Temanggung,24,Male
120,Wonosobo,21,Male
121,Kebumen,32,Male
122,Temanggung,39,Female
123,Purworejo,44,Male
124,Purworejo,33,Male
125,Wonosobo,26,Male
126,Wonosobo,60,Female
127,Wonosobo,42,Male
128,Wonosobo,15,Female
129,Kebumen,17,Male
130,Wonosobo,38,Male
131,Magelang,57,Female
132,Temanggung,34,Male
133,Magelang,52,Female
134,Temanggung,54,Male
135,Temanggung,22,Male
136,Temanggung,44,Female
137,Purworejo,28,Female
138,Wonosobo,60,Female
139,Kebumen,34,Male
140,Magelang,38,Male
141,Temanggung,33,Female
142,Purworejo,29,Male
143,Kebumen,22,Male
144,Purworejo,44,Male
145,Purworejo,33,Male
146,Kebumen,49,Male
147,Purworejo,33,Male
148,Temanggung,34,Female
149,Purworejo,38,Female
150,Temanggung,15,Female
151,Purworejo,46,Male
152,Kebumen,44,Male
153,Temanggung,60,Female
154,Wonosobo,45,Female
155,Purworejo,39,Male
156,Kebumen,15,Female
157,Purworejo,34,Male
158,Kebumen,46,Female
159,Kebumen,27,Male
160,Magelang,50,Female
161,Magelang,17,Female
162,Purworejo,32,Male
163,Temanggung,44,Male
164,Purworejo,50,Male
165,Purworejo,17,Male
166,Purworejo,24,Female
167,Kebumen,39,Male
168,Kebumen,37,Female
169,Purworejo,31,Female
170,Kebumen,48,Male
171,Purworejo,26,Male
172,Temanggung,51,Female
173,Magelang,52,Male
174,Wonosobo,25,Male
175,Wonosobo,34,Male
176,Magelang,42,Male
177,Magelang,18,Male
178,Magelang,56,Male
179,Wonosobo,30,Male
180,Kebumen,38,Male
181,Purworejo,31,Male
182,Kebumen,53,Male
183,Purworejo,48,Female
184,Purworejo,15,Male
185,Kebumen,39,Female
186,Purworejo,34,Female
187,Temanggung,16,Female
188,Temanggung,54,Male
189,Wonosobo,18,Male
190,Wonosobo,28,Female
191,Purworejo,57,Female
192,Purworejo,41,Female
193,Kebumen,21,Male
194,Kebumen,42,Female
195,Temanggung,37,Female
196,Kebumen,57,Male
197,Kebumen,34,Female
198,Kebumen,30,Female
199,Temanggung,44,Female
200,Temanggung,27,Male
201,Magelang,17,Male
202,Wonosobo,56,Female
203,Purworejo,29,Female
204,Wonosobo,16,Male
205,Temanggung,50,Male
206,Magelang,40,Female
207,Purworejo,33,Male
208,Magelang,33,Female
209,Wonosobo,45,Female
210,Purworejo,16,Female
211,Magelang,51,Female
212,Temanggung,21,Male
213,Temanggung,24,Female
214,Purworejo,36,Male
215,Temanggung,44,Male
216,Purworejo,39,Male
217,Magelang,31,Female
218,Purworejo,53,Male
219,Purworejo,37,Female
220,Magelang,59,Female
221,Magelang,34,Female
222,Temanggung,17,Female
223,Temanggung,16,Male
224,Kebumen,56,Male
225,Kebumen,31,Female
226,Kebumen,18,Female
227,Purworejo,47,Female
228,Magelang,23,Male
229,Purworejo,60,Male
230,Purworejo,52,Male
231,Kebumen,18,Male
232,Magelang,20,Female
233,Wonosobo,20,Male
234,Magelang,41,Male
235,Magelang,21,Female
236,Temanggung,49,Female
237,Magelang,47,Male
238,Wonosobo,28,Female
239,Magelang,58,Female
240,Magelang,21,Male
241,Kebumen,35,Male
242,Kebumen,15,Female
243,Purworejo,22,Female
244,Kebumen,20,Male
245,Purworejo,59,Female
246,Temanggung,28,Female
247,Wonosobo,30,Female
248,Magelang,51,Male
249,Kebumen,60,Male
250,Wonosobo,28,Male
251,Wonosobo,27,Female
252,Kebumen,42,Female
253,Purworejo,18,Female
254,Magelang,29,Male
255,Magelang,45,Female
256,Purworejo,17,Male
257,Wonosobo,47,Female
258,Purworejo,31,Female
259,Magelang,17,Male
260,Wonosobo,28,Female
261,Magelang,30,Male
262,Purworejo,51,Male
263,Wonosobo,33,Male
264,Kebumen,15,Male
265,Purworejo,41,Female
266,Wonosobo,54,Female
267,Kebumen,32,Male
268,Wonosobo,38,Female
269,Temanggung,32,Male
270,Magelang,32,Male
271,Wonosobo,58,Female
272,Purworejo,59,Male
273,Temanggung,43,Male
274,Magelang,60,Female
275,Purworejo,47,Female
276,Wonosobo,23,Female
277,Temanggung,54,Male
278,Temanggung,29,Male
279,Wonosobo,43,Male
280,Wonosobo,60,Female
281,Magelang,25,Male
282,Temanggung,45,Male
283,Magelang,50,Female
284,Magelang,36,Male
285,Temanggung,23,Male
286,Purworejo,43,Male
287,Temanggung,23,Female
288,Temanggung,36,Male
289,Wonosobo,15,Female
290,Kebumen,20,Female
291,Temanggung,53,Male
292,Kebumen,20,Female
293,Wonosobo,49,Female
294,Purworejo,23,Female
295,Magelang,33,Female
296,Magelang,57,Female
297,Temanggung,36,Male
298,Temanggung,54,Female
299,Kebumen,41,Male
300,Wonosobo,29,Female
301,Wonosobo,45,Male
302,Wonosobo,30,Female
303,Magelang,15,Female
304,Kebumen,36,Male
305,Purworejo,22,Male
306,Wonosobo,50,Female
307,Purworejo,44,Female
308,Wonosobo,22,Male
309,Wonosobo,34,Female
310,Purworejo,54,Male
311,Temanggung,35,Female
312,Temanggung,25,Female
313,Purworejo,25,Female
314,Magelang,53,Male
315,Magelang,43,Female
316,Wonosobo,18,Female
317,Kebumen,42,Male
318,Temanggung,17,Male
319,Magelang,40,Male
320,Temanggung,44,Male
321,Purworejo,43,Male
322,Kebumen,44,Female
323,Purworejo,40,Male
324,Temanggung,21,Female
325,Wonosobo,56,Female
326,Purworejo,41,Male
327,Wonosobo,44,Female
328,Purworejo,43,Female
329,Kebumen,44,Male
330,Wonosobo,40,Female
331,Wonosobo,38,Female
332,Temanggung,22,Female
333,Magelang,22,Male
334,Temanggung,57,Female
335,Purworejo,35,Male
336,Magelang,35,Male
337,Wonosobo,40,Female
338,Kebumen,19,Female
339,Purworejo,58,Male
340,Magelang,28,Male
341,Magelang,30,Male
342,Temanggung,57,Female
343,Magelang,43,Male
344,Wonosobo,23,Male
345,Magelang,43,Female
346,Purworejo,29,Female
347,Purworejo,24,Female
348,Wonosobo,48,Male
349,Kebumen,31,Male
350,Kebumen,48,Male
351,Temanggung,42,Female
352,Wonosobo,39,Male
353,Purworejo,28,Female
354,Temanggung,22,Female
355,Magelang,46,Female
356,Wonosobo,17,Female
357,Purworejo,19,Male
358,Wonosobo,55,Male
359,Wonosobo,24,Male
360,Temanggung,42,Female
361,Wonosobo,46,Male
362,Magelang,59,Female
363,Purworejo,57,Male
364,Kebumen,50,Female
365,Wonosobo,36,Male
366,Magelang,37,Male
367,Magelang,60,Male
368,Wonosobo,15,Male
369,Kebumen,45,Female
370,Magelang,50,Female
371,Purworejo,22,Female
372,Magelang,49,Female
373,Kebumen,46,Female
374,Wonosobo,31,Female
375,Purworejo,42,Male
376,Temanggung,23,Female
377,Magelang,39,Male
378,Kebumen,26,Female
379,Magelang,54,Male
380,Kebumen,17,Female
381,Temanggung,16,Female
382,Kebumen,40,Female
383,Purworejo,21,Female
384,Temanggung,17,Female
385,Purworejo,42,Female
386,Kebumen,41,Female
387,Magelang,54,Female
388,Purworejo,23,Female
389,Wonosobo,44,Male
390,Temanggung,50,Male
391,Wonosobo,37,Female
392,Purworejo,51,Male
393,Magelang,58,Male
394,Kebumen,19,Male
395,Purworejo,45,Female
396,Temanggung,22,Male
397,Wonosobo,23,Male
398,Magelang,33,Female
399,Wonosobo,37,Male
400,Magelang,60,Male
401,Kebumen,31,Male
402,Temanggung,48,Male
403,Temanggung,44,Male
404,Magelang,25,Female
405,Magelang,55,Male
406,Kebumen,29,Male
407,Purworejo,29,Female
408,Wonosobo,32,Female
409,Wonosobo,49,Male
410,Magelang,16,Male
411,Wonosobo,56,Female
412,Wonosobo,35,Male
413,Purworejo,48,Male
414,Kebumen,44,Female
415,Wonosobo,32,Male
416,Purworejo,30,Female
417,Kebumen,18,Female
418,Wonosobo,36,Male
419,Magelang,19,Male
420,Purworejo,40,Female
421,Temanggung,59,Male
422,Magelang,19,Female
423,Purworejo,40,Female
424,Wonosobo,60,Male
425,Magelang,17,Male
426,Temanggung,44,Female
427,Kebumen,38,Female
428,Temanggung,41,Female
429,Magelang,29,Female
430,Temanggung,42,Female
431,Purworejo,19,Male
432,Wonosobo,28,Female
433,Temanggung,58,Female
434,Temanggung,48,Female
435,Temanggung,32,Female
436,Temanggung,23,Male
437,Kebumen,51,Female
438,Wonosobo,32,Male
439,Kebumen,45,Male
440,Kebumen,58,Female
441,Kebumen,54,Female
442,Wonosobo,41,Female
443,Kebumen,49,Male
444,Wonosobo,45,Male
445,Temanggung,48,Female
446,Temanggung,54,Male
447,Wonosobo,44,Male
448,Wonosobo,60,Male
449,Temanggung,59,Female
450,Magelang,44,Male
451,Temanggung,23,Male
452,Magelang,22,Female
453,Temanggung,39,Male
454,Magelang,37,Female
455,Kebumen,23,Female
456,Temanggung,40,Female
457,Purworejo,18,Female
458,Wonosobo,60,Male
459,Magelang,45,Female
460,Purworejo,50,Male
461,Kebumen,27,Male
462,Kebumen,55,Male
463,Magelang,28,Male
464,Kebumen,19,Female
465,Temanggung,59,Female
466,Temanggung,32,Female
467,Purworejo,60,Male
468,Purworejo,50,Female
469,Temanggung,44,Female
470,Wonosobo,52,Female
471,Kebumen,52,Male
472,Magelang,17,Male
473,Wonosobo,50,Female
474,Temanggung,25,Female
475,Temanggung,21,Female
476,Purworejo,55,Male
477,Temanggung,49,Male
478,Purworejo,57,Male
479,Kebumen,52,Female
480,Kebumen,25,Female
481,Magelang,31,Female
482,Magelang,59,Female
483,Kebumen,57,Male
484,Purworejo,59,Female
485,Magelang,37,Female
486,Temanggung,30,Female
487,Wonosobo,17,Female
488,Purworejo,23,Female
489,Purworejo,54,Female
490,Wonosobo,24,Female
491,Wonosobo,44,Male
492,Temanggung,19,Male
493,Magelang,27,Female
494,Temanggung,59,Male
495,Temanggung,57,Female
496,Kebumen,21,Female
497,Magelang,54,Male
498,Kebumen,57,Male
499,Temanggung,60,Male
500,Purworejo,22,Male
501,Purworejo,59,Male
502,Temanggung,33,Female
503,Magelang,45,Female
504,Temanggung,32,Male
505,Magelang,47,Female
506,Kebumen,32,Female
507,Magelang,29,Female
508,Purworejo,20,Female
509,Kebumen,36,Male
510,Wonosobo,25,Male
511,Kebumen,29,Male
512,Purworejo,52,Male
513,Purworejo,34,Female
514,Kebumen,21,Male
515,Kebumen,27,Male
516,Wonosobo,38,Female
517,Temanggung,51,Male
518,Purworejo,49,Male
519,Kebumen,47,Male
520,Magelang,38,Male
521,Temanggung,60,Male
522,Kebumen,15,Male
523,Wonosobo,18,Female
524,Temanggung,22,Female
525,Wonosobo,54,Male
526,Purworejo,24,Male
527,Purworejo,45,Male
528,Kebumen,48,Male
529,Magelang,16,Male
530,Wonosobo,25,Female
531,Purworejo,24,Male
532,Temanggung,57,Male
533,Purworejo,38,Female
534,Magelang,37,Male
535,Kebumen,51,Female
536,Purworejo,55,Female
537,Wonosobo,43,Female
538,Wonosobo,47,Male
539,Wonosobo,26,Female
540,Magelang,48,Male
541,Purworejo,58,Male
542,Purworejo,53,Male
543,Magelang,29,Female
544,Wonosobo,57,Male
545,Magelang,41,Female
546,Kebumen,51,Male
547,Magelang,51,Male
548,Kebumen,16,Female
549,Wonosobo,42,Female
550,Purworejo,56,Male
551,Purworejo,45,Male
552,Kebumen,27,Male
553,Kebumen,32,Female
554,Wonosobo,23,Male
555,Kebumen,19,Female
556,Wonosobo,51,Female
557,Temanggung,29,Female
558,Kebumen,40,Male
559,Kebumen,60,Male
560,Wonosobo,54,Male
561,Kebumen,60,Female
562,Purworejo,58,Male
563,Kebumen,58,Male
564,Magelang,22,Female
565,Kebumen,27,Female
566,Magelang,31,Female
567,Kebumen,24,Male
568,Kebumen,22,Female
569,Kebumen,23,Male
570,Wonosobo,41,Male
571,Magelang,30,Female
572,Kebumen,17,Female
573,Temanggung,53,Female
574,Magelang,23,Male
575,Magelang,29,Female
576,Wonosobo,32,Male
577,Wonosobo,54,Male
578,Wonosobo,48,Female
579,Magelang,45,Female
580,Temanggung,29,Female
581,Kebumen,46,Female
582,Temanggung,15,Male
583,Purworejo,41,Male
584,Magelang,43,Male
585,Kebumen,30,Female
586,Purworejo,31,Female
587,Wonosobo,27,Male
588,Purworejo,45,Female
589,Purworejo,39,Female
590,Wonosobo,58,Female
591,Temanggung,59,Male
592,Temanggung,31,Female
593,Purworejo,18,Female
594,Purworejo,48,Male
595,Wonosobo,42,Male
596,Purworejo,33,Female
597,Temanggung,39,Male
598,Kebumen,50,Female
599,Magelang,18,Male
600,Wonosobo,53,Male
601,Magelang,47,Male
602,Kebumen,25,Male
603,Purworejo,18,Male
604,Wonosobo,33,Male
605,Magelang,49,Male
606,Wonosobo,60,Female
607,Kebumen,59,Female
608,Magelang,53,Female
609,Purworejo,47,Male
610,Wonosobo,40,Female
611,Purworejo,23,Male
612,Wonosobo,39,Male
613,Kebumen,24,Female
614,Temanggung,26,Female
615,Magelang,15,Male
616,Purworejo,24,Female
617,Magelang,28,Male
618,Temanggung,47,Female
619,Kebumen,55,Female
620,Magelang,20,Female
621,Kebumen,39,Male
622,Wonosobo,38,Male
623,Kebumen,39,Female
624,Wonosobo,53,Male
625,Magelang,41,Male
626,Wonosobo,15,Male
627,Kebumen,28,Female
628,Kebumen,51,Male
629,Wonosobo,16,Female
630,Wonosobo,44,Female
631,Kebumen,43,Male
632,Kebumen,30,Female
633,Wonosobo,51,Male
634,Purworejo,34,Male
635,Wonosobo,41,Female
636,Wonosobo,50,Male
637,Wonosobo,44,Male
638,Purworejo,52,Female
639,Magelang,26,Male
640,Kebumen,25,Male
641,Magelang,23,Female
642,Magelang,18,Male
643,Purworejo,28,Male
644,Magelang,58,Male
645,Kebumen,16,Female
646,Purworejo,30,Male
647,Purworejo,56,Male
648,Magelang,36,Female
649,Wonosobo,18,Male
650,Kebumen,55,Female
651,Kebumen,23,Female
652,Temanggung,27,Female
653,Kebumen,48,Male
654,Purworejo,26,Female
655,Purworejo,39,Female
656,Wonosobo,46,Female
657,Kebumen,30,Female
658,Wonosobo,24,Female
659,Purworejo,20,Male
660,Kebumen,29,Female
661,Magelang,43,Female
662,Magelang,46,Female
663,Wonosobo,53,Female
664,Temanggung,44,Female
665,Wonosobo,25,Female
666,Magelang,56,Female
667,Wonosobo,42,Male
668,Temanggung,58,Female
669,Kebumen,46,Female
670,Purworejo,51,Male
671,Temanggung,26,Male
672,Magelang,25,Male
673,Wonosobo,46,Female
674,Temanggung,16,Female
675,Wonosobo,22,Male
676,Temanggung,23,Male
677,Wonosobo,37,Female
678,Wonosobo,59,Female
679,Purworejo,40,Male
680,Wonosobo,39,Male
681,Kebumen,55,Male
682,Kebumen,41,Male
683,Kebumen,20,Male
684,Magelang,46,Male
685,Magelang,25,Female
686,Purworejo,50,Male
687,Purworejo,16,Female
688,Magelang,30,Male
689,Kebumen,24,Male
690,Magelang,21,Male
691,Temanggung,37,Male
692,Magelang,50,Female
693,Wonosobo,19,Female
694,Kebumen,42,Male
695,Kebumen,22,Male
696,Wonosobo,18,Male
697,Wonosobo,39,Female
698,Purworejo,49,Female
699,Magelang,50,Male
700,Temanggung,57,Female
701,Magelang,25,Female
702,Kebumen,60,Female
703,Wonosobo,35,Male
704,Kebumen,54,Female
705,Magelang,53,Male
706,Magelang,36,Female
707,Temanggung,59,Male
708,Wonosobo,59,Male
709,Kebumen,54,Female
710,Temanggung,38,Female
711,Wonosobo,54,Female
712,Temanggung,15,Male
713,Purworejo,21,Female
714,Wonosobo,58,Male
715,Kebumen,34,Male
716,Purworejo,49,Male
717,Purworejo,22,Female
718,Wonosobo,22,Female
719,Kebumen,27,Male
720,Magelang,58,Female
721,Magelang,58,Male
722,Magelang,41,Female
723,Wonosobo,21,Male
724,Magelang,45,Female
725,Magelang,43,Female
726,Wonosobo,29,Female
727,Kebumen,21,Male
728,Kebumen,16,Male
729,Purworejo,37,Female
730,Magelang,41,Male
731,Magelang,48,Female
732,Wonosobo,24,Female
733,Magelang,25,Female
734,Kebumen,25,Male
735,Purworejo,45,Female
736,Magelang,29,Female
737,Kebumen,15,Male
738,Wonosobo,46,Male
739,Temanggung,17,Male
740,Magelang,52,Male
741,Kebumen,59,Female
742,Wonosobo,19,Female
743,Purworejo,23,Female
744,Magelang,41,Female
745,Kebumen,45,Female
746,Magelang,41,Male
747,Temanggung,17,Male
748,Magelang,41,Female
749,Kebumen,32,Male
750,Magelang,25,Male
751,Kebumen,22,Male
752,Kebumen,40,Female
753,Temanggung,17,Male
754,Wonosobo,26,Female
755,Temanggung,36,Male
756,Wonosobo,20,Female
757,Kebumen,40,Female
758,Purworejo,34,Female
759,Wonosobo,51,Male
760,Purworejo,60,Female
761,Wonosobo,25,Female
762,Magelang,35,Female
763,Wonosobo,40,Female
764,Magelang,54,Male
765,Kebumen,59,Female
766,Magelang,60,Male
767,Temanggung,51,Male
768,Purworejo,60,Female
769,Kebumen,38,Female
770,Purworejo,35,Female
771,Temanggung,19,Female
772,Wonosobo,50,Male
773,Temanggung,21,Male
774,Wonosobo,44,Female
775,Wonosobo,53,Male
776,Kebumen,39,Female
777,Kebumen,46,Female
778,Wonosobo,40,Male
779,Temanggung,27,Female
780,Temanggung,48,Female
781,Wonosobo,53,Female
782,Kebumen,47,Male
783,Purworejo,19,Female
784,Wonosobo,21,Male
785,Temanggung,37,Female
786,Magelang,39,Female
787,Kebumen,42,Male
788,Kebumen,31,Female
789,Temanggung,32,Male
790,Purworejo,47,Male
791,Wonosobo,38,Female
792,Magelang,52,Male
793,Magelang,37,Male
794,Magelang,21,Male
795,Purworejo,23,Male
796,Kebumen,59,Female
797,Magelang,18,Male
798,Magelang,53,Male
799,Kebumen,40,Male
800,Magelang,24,Male
801,Wonosobo,26,Female
802,Kebumen,54,Male
803,Magelang,45,Female
804,Kebumen,32,Female
805,Temanggung,54,Male
806,Wonosobo,56,Male
807,Temanggung,37,Female
808,Purworejo,38,Male
809,Magelang,24,Male
810,Magelang,46,Female
811,Kebumen,38,Female
812,Purworejo,53,Female
813,Wonosobo,22,Female
814,Magelang,42,Female
815,Magelang,40,Female
816,Magelang,45,Female
817,Wonosobo,38,Male
818,Temanggung,16,Female
819,Wonosobo,46,Male
820,Magelang,17,Female
821,Magelang,52,Female
822,Kebumen,15,Male
823,Magelang,45,Male
824,Purworejo,40,Male
825,Purworejo,23,Male
826,Temanggung,33,Female
827,Temanggung,56,Female
828,Temanggung,31,Female
829,Wonosobo,25,Female
830,Kebumen,30,Male
831,Temanggung,53,Male
832,Magelang,37,Male
833,Wonosobo,48,Male
834,Purworejo,52,Female
835,Purworejo,24,Male
836,Kebumen,16,Female
837,Wonosobo,30,Male
838,Temanggung,57,Female
839,Temanggung,34,Female
840,Magelang,56,Male
841,Kebumen,44,Male
842,Purworejo,27,Male
843,Kebumen,21,Male
844,Purworejo,31,Male
845,Purworejo,51,Male
846,Purworejo,36,Male
847,Wonosobo,18,Female
848,Purworejo,44,Male
849,Kebumen,20,Male
850,Purworejo,15,Female
851,Wonosobo,22,Male
852,Magelang,56,Female
853,Kebumen,17,Female
854,Wonosobo,46,Male
855,Purworejo,37,Female
856,Kebumen,31,Male
857,Wonosobo,57,Male
858,Wonosobo,32,Female
859,Purworejo,57,Female
860,Magelang,49,Male
861,Temanggung,33,Male
862,Temanggung,22,Male
863,Kebumen,20,Female
864,Wonosobo,26,Male
865,Magelang,15,Female
866,Wonosobo,42,Female
867,Kebumen,26,Female
868,Magelang,35,Male
869,Wonosobo,43,Female
870,Kebumen,42,Male
871,Magelang,47,Male
872,Temanggung,54,Male
873,Wonosobo,17,Female
874,Temanggung,39,Male
875,Wonosobo,37,Male
876,Temanggung,48,Male
877,Purworejo,31,Female
878,Magelang,42,Male
879,Purworejo,59,Male
880,Magelang,34,Male
881,Temanggung,31,Male
882,Purworejo,37,Female
883,Magelang,36,Female
884,Kebumen,55,Female
885,Magelang,34,Female
886,Purworejo,15,Male
887,Wonosobo,25,Female
888,Kebumen,29,Female
889,Magelang,16,Female
890,Magelang,39,Female
891,Wonosobo,58,Female
892,Purworejo,49,Female
893,Wonosobo,47,Male
894,Wonosobo,58,Male
895,Magelang,38,Female
896,Temanggung,22,Male
897,Kebumen,16,Male
898,Kebumen,22,Male
899,Kebumen,46,Female
900,Temanggung,54,Male
901,Magelang,35,Male
902,Purworejo,27,Female
903,Purworejo,36,Male
904,Purworejo,60,Female
905,Magelang,30,Female
906,Temanggung,23,Female
907,Temanggung,21,Female
908,Temanggung,20,Male
909,Wonosobo,37,Male
910,Kebumen,20,Female
911,Temanggung,50,Male
912,Kebumen,41,Male
913,Magelang,25,Female
914,Purworejo,48,Female
915,Kebumen,30,Male
916,Kebumen,38,Female
917,Purworejo,54,Female
918,Purworejo,23,Female
919,Temanggung,41,Female
920,Magelang,23,Female
921,Kebumen,31,Male
922,Wonosobo,41,Female
923,Temanggung,57,Female
924,Wonosobo,18,Male
925,Wonosobo,22,Female
926,Wonosobo,47,Male
927,Wonosobo,15,Male
928,Temanggung,24,Female
929,Purworejo,16,Male
930,Magelang,49,Female
931,Temanggung,58,Female
932,Temanggung,42,Male
933,Temanggung,39,Female
934,Kebumen,18,Female
935,Temanggung,20,Female
936,Magelang,42,Male
937,Wonosobo,46,Female
938,Kebumen,39,Male
939,Magelang,34,Male
940,Purworejo,59,Female
941,Wonosobo,38,Male
942,Purworejo,34,Male
943,Purworejo,45,Male
944,Temanggung,18,Male
945,Magelang,43,Female
946,Kebumen,39,Male
947,Wonosobo,56,Female
948,Wonosobo,20,Female
949,Kebumen,37,Female
950,Magelang,23,Female
951,Purworejo,40,Male
952,Temanggung,51,Female
953,Temanggung,20,Male
954,Wonosobo,52,Female
955,Purworejo,40,Female
956,Temanggung,15,Male
957,Temanggung,25,Female
958,Purworejo,34,Female
959,Magelang,34,Male
960,Temanggung,46,Male
961,Wonosobo,51,Male
962,Wonosobo,50,Female
963,Kebumen,55,Male
964,Wonosobo,24,Female
965,Kebumen,48,Male
966,Purworejo,54,Male
967,Magelang,55,Male
968,Wonosobo,54,Female
969,Temanggung,55,Female
970,Temanggung,47,Male
971,Wonosobo,44,Female
972,Magelang,16,Female
973,Wonosobo,29,Male
974,Wonosobo,37,Female
975,Kebumen,19,Female
976,Temanggung,18,Female
977,Temanggung,41,Male
978,Magelang,37,Male
979,Wonosobo,43,Female
980,Kebumen,18,Male
981,Kebumen,52,Male
982,Wonosobo,22,Female
983,Kebumen,50,Female
984,Magelang,42,Female
985,Temanggung,42,Male
986,Purworejo,29,Male
987,Magelang,25,Female
988,Magelang,45,Female
989,Kebumen,19,Female
990,Wonosobo,43,Female
991,Temanggung,21,Male
992,Magelang,36,Male
993,Wonosobo,49,Male
994,Temanggung,55,Female
995,Wonosobo,60,Female
996,Wonosobo,19,Male
997,Kebumen,51,Male
998,Magelang,40,Female
999,Kebumen,41,Female
1000,Purworejo,29,Female
1001,Purworejo,32,Male
1002,Kebumen,58,Female
1003,Magelang,17,Female
1004,Kebumen,51,Male
1005,Temanggung,48,Female
1006,Kebumen,33,Male
1007,Temanggung,38,Female
1008,Wonosobo,30,Male
1009,Temanggung,52,Male
1010,Kebumen,43,Female
1011,Kebumen,50,Male
1012,Kebumen,25,Female
1013,Temanggung,16,Female
1014,Purworejo,16,Female
1015,Magelang,45,Male
1016,Kebumen,16,Male
1017,Wonosobo,37,Female
1018,Purworejo,28,Female
1019,Kebumen,44,Male
1020,Wonosobo,33,Male
1021,Temanggung,20,Male
1022,Wonosobo,47,Male
1023,Wonosobo,19,Male
1024,Magelang,39,Male
1025,Kebumen,33,Male
1026,Kebumen,33,Female
1027,Purworejo,15,Female
1028,Magelang,50,Female
1029,Wonosobo,47,Male
1030,Wonosobo,20,Female
1031,Kebumen,47,Female
1032,Wonosobo,31,Male
1033,Wonosobo,15,Male
1034,Wonosobo,48,Male
1035,Purworejo,24,Female
1036,Purworejo,52,Female
1037,Kebumen,37,Female
1038,Kebumen,49,Female
1039,Wonosobo,40,Male
1040,Kebumen,60,Female
1041,Purworejo,28,Female
1042,Purworejo,33,Female
1043,Purworejo,35,Male
1044,Temanggung,57,Female
1045,Temanggung,41,Female
1046,Wonosobo,49,Female
1047,Wonosobo,29,Female
1048,Purworejo,49,Male
1049,Magelang,56,Male
1050,Wonosobo,23,Male
1051,Magelang,22,Female
1052,Purworejo,59,Female
1053,Purworejo,35,Female
1054,Temanggung,44,Female
1055,Wonosobo,20,Male
1056,Kebumen,56,Male
1057,Wonosobo,37,Male
1058,Purworejo,57,Male
1059,Kebumen,60,Female
1060,Purworejo,37,Male
1061,Magelang,42,Female
1062,Kebumen,57,Female
1063,Magelang,30,Male
1064,Magelang,30,Male
1065,Kebumen,18,Female
1066,Wonosobo,20,Male
1067,Purworejo,19,Female
1068,Kebumen,21,Male
